1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
8.125,8.125,8.125,8.125,8.125,0.0,0.0,1.0
8.125,8.125,8.125,8.125,8.125,0.0,0.0,1.0
8.125,8.125,8.125,8.125,8.125,0.0,0.0,1.0
8.125,8.125,8.125,8.125,8.125,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,1000.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,500.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.05,6.05,6.05,6.05,6.05,0.0,0.0,1.0
6.15,6.15,6.15,6.15,6.15,1500.0,0.0,1.0
6.15,6.15,6.15,6.15,6.15,0.0,0.0,1.0
6.75,7.5,6.75,7.5,7.5,15500.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,1000.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.6,7.6,7.6,7.6,7.6,0.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,500.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.5,7.5,7.5,7.5,7.5,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,100.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,100.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
6.3,6.3,6.3,6.3,6.3,1000.0,0.0,1.0
6.3,6.3,6.3,6.3,6.3,0.0,0.0,1.0
6.47,6.47,6.47,6.47,6.47,1000.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,100.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.7,7.7,7.7,7.7,7.7,0.0,0.0,1.0
7.75,7.75,7.75,7.75,7.75,100.0,0.0,1.0
7.75,7.75,7.75,7.75,7.75,0.0,0.0,1.0
6.3,7.25,6.18,7.25,7.25,3000.0,0.0,1.0
7.25,7.25,7.25,7.25,7.25,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,100.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.25,7.44,7.25,7.44,7.44,9700.0,0.0,1.0
7.44,7.44,7.44,7.44,7.44,0.0,0.0,1.0
6.602,6.949,6.602,6.949,6.949,2000.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.949,6.949,6.949,6.949,6.949,0.0,0.0,1.0
6.6,6.6,6.6,6.6,6.6,500.0,0.0,1.0
6.6,6.6,6.6,6.6,6.6,0.0,0.0,1.0
6.6,6.6,6.6,6.6,6.6,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,500.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
6.602,6.602,6.602,6.602,6.602,300.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,200.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.1,7.1,7.1,7.1,7.1,0.0,0.0,1.0
7.2,7.2,6.8,7.2,7.2,2800.0,0.0,1.0
7.2,7.25,6.8,6.8,6.8,2400.0,0.0,1.0
7.05,7.325,7.05,7.325,7.325,1200.0,0.0,1.0
8.0,8.0,8.0,8.0,8.0,300.0,0.0,1.0
8.0,8.0,8.0,8.0,8.0,0.0,0.0,1.0
6.7,6.7,6.7,6.7,6.7,2800.0,0.0,1.0
6.7,6.7,6.7,6.7,6.7,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,100.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
6.7,6.7,6.7,6.7,6.7,1800.0,0.0,1.0
7.25,7.25,7.25,7.25,7.25,500.0,0.0,1.0
6.7,7.1,6.7,7.1,7.1,1500.0,0.0,1.0
7.1,7.1,7.05,7.05,7.05,2000.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.05,7.05,7.05,7.05,7.05,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,1000.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.3,7.3,7.3,7.3,7.3,0.0,0.0,1.0
7.2,7.2,7.0,7.0,7.0,600.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0
